1.210895596845195201e-04,4.244607741522664519e-03,3.125400808582007306e-02,3.588214873210694988e-01,5.574238348582758601e-02,2.331133469138274605e-04,3.246209841319164791e-01,1.789336935202010329e-02,2.070689569752254267e-01
6.879941682487978298e-09,1.157641559748995421e-07,9.975932887433524021e-01,5.791864565025052654e-04,4.130415451798484717e-08,1.716022801706021289e-10,1.310981366863593642e-07,3.721619149933933968e-10,1.827229209991989385e-03
8.204966097983570701e-09,9.988863134630496798e-01,2.327914217950502981e-10,1.281621926990485249e-10,4.365364082147616197e-11,7.538095719745941727e-12,1.113653164880077512e-03,3.739825560412114171e-10,2.438097631149442814e-08
3.924207882515958138e-10,1.138048629409908969e-03,1.176797810489225636e-07,9.987684171009094669e-01,1.048441577173573713e-06,1.357574844322651938e-08,8.129080074533380631e-09,3.907338257994311673e-10,9.234566033948294792e-05
4.913615582228397183e-08,7.865961085711691740e-05,2.412078822360148953e-03,9.793252723602881345e-08,6.380330318407562498e-04,6.034801186777748062e-07,8.955905727662693797e-09,5.266049738444133176e-03,9.916044192917903288e-01
9.999891940629066500e-01,3.520710912844378563e-06,7.100556977309340206e-09,1.153258774190953278e-11,5.426413331730943288e-10,9.710975187277995107e-07,7.580759026751142866e-14,6.306473736851511327e-06,1.181885649580386571e-13
3.155307229739973445e-06,4.678957916795219683e-03,9.029118503343735004e-05,4.369222535477023661e-01,1.715240021688733417e-06,6.757386239816775533e-05,1.001602973259636820e-01,2.732503363981389263e-05,4.580484305812157486e-01
9.999999972370572365e-01,6.862624640399194079e-12,4.766409357866820909e-16,3.422006929783806777e-16,6.121527100511228326e-13,1.481713411556494525e-09,5.013523470878149025e-14,1.109003955641120743e-09,1.646995770076648805e-10
2.470329438002932376e-03,4.992879602749628527e-12,3.272402050863688563e-11,2.588823836819669375e-11,6.947187691036847715e-07,9.975266298461443748e-01,4.007492988264593836e-08,2.305839927775490539e-06,1.862070841313813998e-11
3.856722993325552382e-03,1.235534352248392581e-06,7.665470483475463327e-12,8.889536096077898859e-08,5.436936554406452809e-06,9.880263354128168141e-01,2.573749487077407026e-06,8.107606470229195700e-03,2.083905701192769497e-13
4.751725557541835941e-08,3.875427474304594375e-09,8.965921297644218191e-01,1.017506516676923572e-01,4.524938221172821155e-09,5.389765120046447707e-09,1.513067630635973696e-09,4.979272745154039681e-09,1.657150768159103629e-03
7.082438729338284179e-09,8.245088617087796725e-11,9.999999817702373006e-01,1.251732828505940174e-13,2.279611223183072894e-10,1.302590793619163554e-12,8.372768614793180613e-16,2.799332315977320913e-11,1.080749008539826817e-08
5.412447989606021118e-06,6.567594506559785821e-03,8.737746865879649771e-01,4.859449826208603329e-03,5.462320017625563661e-04,1.043037025257040066e-05,2.962192650493566124e-04,5.281177058022225021e-08,1.139399221824419495e-01
1.135565158704029222e-04,1.975010420500924859e-09,6.761630566873396047e-13,2.683850993292710573e-12,6.360697764133218510e-12,9.996016618521696984e-01,4.946880622459234351e-12,2.847790234728510826e-04,6.188091308080894992e-10
1.261611196974691589e-07,1.609038495591274268e-06,9.876585314153425443e-01,2.833657847080359540e-08,4.167803334158138424e-04,3.416122267195056722e-05,9.019478836543998111e-07,2.484327022969710908e-06,1.188537721746906785e-02
3.356855026183030810e-08,7.831656377084451618e-09,6.038910728478910639e-02,9.393640120193970100e-01,1.796714967717916525e-04,3.009182562340524059e-09,1.663648736853575152e-05,1.067764988514367761e-06,4.946053729590789698e-05
7.844813554437442965e-03,9.115431362655983527e-01,2.680049288023609338e-05,3.012736229392185060e-04,4.174893267983321998e-02,5.981687031481206948e-06,2.263345199068863417e-02,1.589494798659402477e-02,6.617199973768802833e-07
1.083672350234699876e-06,3.001437865623546056e-07,8.386264194812769190e-01,4.466059950803114594e-07,4.292864706213979130e-09,3.896988155401393273e-10,3.136177415511193775e-10,7.827186361507726127e-06,1.613639179140484714e-01
4.748746539571880101e-03,2.085675541051772511e-02,2.745379663089911478e-04,8.165545121007091031e-05,9.628516487467859708e-01,5.747730808260540468e-03,2.110406896786932475e-03,3.095796403807657502e-03,2.327217767502999545e-04
1.341383534781416183e-07,2.768253190622284250e-06,1.053145453704655578e-10,2.596122669874929054e-11,9.999955780430070940e-01,3.648890523952678546e-08,1.482940211153459805e-06,3.653794616673699079e-13,4.691349564839713833e-12
8.561514438878650044e-09,4.443160224225370427e-17,8.033556827466022241e-13,7.172498117519256904e-10,1.776347568111737640e-09,9.999999888634470979e-01,2.011413479836507064e-12,7.835451268251628755e-11,2.717386173252370030e-13
3.860009407486002748e-09,2.069749180407081925e-09,6.600537175736997245e-07,9.999992634121731561e-01,7.674537652596341196e-09,8.590956638372169198e-11,5.622789087690018624e-08,2.175872347202568824e-10,6.398425514085282355e-09
9.999247319816921831e-01,4.910334586747709139e-06,2.264686236460748297e-13,9.592085676006722934e-11,2.317788838075445174e-13,8.238242450436657461e-11,1.088738308019823962e-15,7.000545320700273357e-05,3.520517514907718738e-07
4.752494309197072772e-16,1.230724089694453722e-15,9.999999999979207743e-01,6.382790956664819230e-18,2.073407467695478106e-12,1.259012969738778354e-15,1.383444068144799107e-17,1.644139536594716255e-16,2.765988324510256722e-15
1.209471516685898618e-11,9.991651461466068973e-01,2.922488023589131070e-09,8.340528028274996324e-04,2.062772073788815741e-08,1.930297636373495736e-12,7.454673539416659737e-09,1.888410143565681208e-11,7.700127743665626154e-07
2.014193074638608056e-08,1.005822865439734112e-04,4.435658190284218379e-03,2.577897354802095586e-01,4.764997003197374639e-03,2.633704126377591317e-07,7.329082188141256005e-01,5.071732309307949487e-07,1.754006494192796486e-08
1.173626701909240637e-10,9.980978344997120111e-01,5.289591069405217002e-08,9.232892005562680440e-07,1.615447489673754343e-03,1.851541607278025642e-10,2.090111013335164698e-04,7.670702635283504405e-05,2.339529969145397354e-08
1.385341350857252786e-05,1.619694084238476600e-05,4.924493261155879516e-06,2.321789440142544847e-01,8.334882164000594063e-02,8.607405623693832955e-03,6.645605366517742807e-01,1.126696329860262490e-02,2.353924056836316756e-06
1.226335960716820485e-13,9.999966662982311405e-01,2.016054416777010564e-13,1.453827749087640199e-07,4.952656849533309378e-08,1.591639041910693668e-14,3.138790818755048412e-06,4.593740235495644348e-13,8.072223723692262025e-13
1.865108333201718347e-07,4.329221675129367925e-15,1.368318898109074067e-11,1.807932800004345846e-09,1.498153816719737422e-09,3.990783812614248638e-02,7.134507086483081144e-18,9.600919720407001812e-01,2.549929672449905604e-12
1.056275435853149812e-08,8.467727500627930670e-02,1.419674749505406016e-05,6.568918722511766107e-04,3.444328354829617918e-03,1.228773846940788342e-05,9.110776052455425988e-01,1.366241866012238544e-05,1.037420537182384320e-04
2.104477770082155227e-07,2.238406381230385010e-03,1.582798598416486532e-07,9.927195471309474550e-01,5.007054667138834125e-03,1.628077915007079496e-11,2.771360576988546637e-05,2.262392959865247714e-07,6.683231699915513575e-06
1.569637796402981130e-08,5.220010894119311102e-12,1.499180020143085778e-09,9.996744403938564449e-01,1.026649945676124129e-07,1.258254994440428748e-09,3.252470127229037562e-04,1.912197920416193883e-07,2.496010251227552701e-10
2.130949340721171522e-06,1.133002584248529681e-06,1.040626163147809202e-02,5.790210128090547996e-04,2.067138055498408665e-05,1.564083616741196407e-08,3.400410069954428763e-07,2.004169591147787820e-05,9.889703846454782621e-01
2.062661041582010291e-09,3.003238721241339743e-03,2.174406056994569042e-02,2.073965201729913443e-01,1.414811708415219420e-04,4.495412676876845871e-07,4.440908997332421865e-02,9.154076700953718147e-08,7.233050662469601155e-01
2.010046385325886696e-05,9.610281710214375606e-01,5.607949327831024892e-06,4.981447378851622666e-05,3.130525280740262088e-04,1.471026761137899889e-07,3.598714945429472983e-02,1.387573750763766061e-03,1.208383255784155081e-03
7.173885874591063271e-04,1.613804622331523113e-11,4.367414998323367023e-11,1.455207755052016354e-08,7.570277723961524639e-06,7.872303196792838076e-01,9.734381513799695864e-09,2.120446814342442365e-01,1.567501763452117061e-08
5.067464575078784408e-09,6.332495763282727655e-06,1.863447441807628557e-01,1.560243752420760141e-04,2.782724210445166159e-04,1.196385884110416018e-07,5.270686894626947161e-05,1.183208452397150867e-07,8.131616766313428668e-01
5.750011570688147520e-09,9.996873737693938722e-01,2.130666512828679493e-13,7.312851542925648916e-07,1.031835097443379479e-05,8.070034381804029662e-12,3.015321382476668670e-04,3.869414519434463453e-08,3.789895231475387846e-12
3.844879733541559357e-04,9.780461390350278852e-03,9.118384378347743624e-01,1.839954275527065663e-05,7.754047538460243083e-02,4.041924164071998848e-06,4.286408259890392127e-05,1.497632120729805374e-04,2.410686553274869000e-04
2.949830499839354748e-14,5.883578514753419948e-08,5.303655713537820651e-13,1.645001414549367721e-10,9.999999125841295688e-01,6.562100096635365770e-11,2.834630614179725220e-08,9.568840632148423572e-13,2.141358253787311740e-12
2.075328738073680276e-09,7.468082632649289942e-06,7.564582032441250383e-08,9.999924298160844938e-01,1.304644488267813331e-10,5.082445562396383997e-13,2.403249812254493136e-08,1.606400045789566899e-10,5.602292099688860246e-11
9.239770530732815281e-07,1.467643360970363288e-09,9.277980312643704053e-07,1.409198990593570496e-07,3.368390711715560106e-08,1.920788853656049786e-08,5.524093692522435616e-08,9.999959605604671342e-01,1.937144173654074280e-06
3.976036348183559856e-08,3.591262050232505048e-06,9.335105426959487522e-04,5.890108120075815412e-03,9.355255004991122059e-01,1.556205804926641954e-04,5.729643314689424755e-02,3.482221263244346173e-06,1.917138670523586613e-04
1.437733353523987906e-07,2.350254288361941502e-02,5.626476424015875402e-08,7.645283830755584189e-06,1.733076869576774833e-06,2.212673842849309352e-09,9.764875592404040905e-01,3.094047540210339898e-07,7.859748746101070007e-09
2.097729633937602805e-09,3.350679712071337728e-03,1.035899196934894854e-07,9.966153937352454362e-01,6.842837977343038400e-08,1.068562679246026131e-07,1.347713918312281432e-05,2.011064687739244381e-05,5.779432585054217392e-08
9.136442926816452648e-01,2.979762089728999125e-11,2.814943149406506312e-12,4.933658698061402895e-11,4.576063365087037611e-09,1.480411333271437905e-05,2.481991514878328613e-09,8.634089606382849835e-02,1.189404457463243847e-12
1.603710229151327496e-05,3.092865422436647492e-03,2.723797858385070638e-06,9.398687216708537795e-01,9.675503271039402522e-04,3.130969856005037402e-06,5.603617182862222906e-02,1.180091416540121874e-05,9.979668119173184786e-07
2.848027780331996071e-11,9.999956173780008006e-01,7.284993289861922112e-09,1.466297185134371784e-10,1.724157534847395051e-10,5.954993342469207519e-13,4.374910983787337410e-06,1.050841031615459702e-13,7.779596409094651989e-11
8.462407116841287320e-05,7.069561700144451344e-04,3.682258352718660654e-07,6.946776114345319664e-02,9.259450338665647928e-01,1.993372209721353700e-09,3.344286653336899905e-03,5.505958746500848386e-08,4.509128166674566235e-04
9.059583592025230831e-11,2.885277549875062467e-09,1.289966166960866570e-07,2.089849115547583710e-12,8.948568567845317339e-13,5.949803249865636071e-13,4.262381968959553672e-11,9.831530538976338184e-11,9.999998678829910004e-01
3.580939843409225350e-05,5.014028412854685257e-01,1.271740496331954788e-10,8.011270891885235394e-05,4.890699253834356330e-01,9.662885758494418166e-11,9.411153067194174063e-03,1.946117713308903479e-10,1.577381339717553049e-07
